word,count
ὀπτάω,64
παραμείγνυμι,64
σηπία,64
ἀποκαθαίρω,64
δίεμαι,64
σίαλον,64
ὄσφρησις,64
συμβεβηκός,64
καταψύχω,64
αὐχμός,63
Σικυώνιος,63
προτιμάω,63
κήρυγμα,63
βαρύνω,63
μεταμέλομαι,63
ἐξαλείφω,63
προλαμβάνω,63
μετεωρίζω,63
Κλεώνυμος,63
ῥοπή,63
ξενία,63
πυρόω,63
κατακτείνω,63
ἔρδω,63
ἰός,63
ὑποβάλλω,63
ἐπιδικάζω,63
χορηγέω,63
συνήθεια,63
ἀποδοκιμάζω,63
ἐφαρμόζω,63
κυέω,63
ἐπιτείνω,63
Μάγος,63
παραχέω,63
Ὑρκάνιος,63
ἀραιός,63
Πρώταρχος,63
συμβεβηκὸς,63
κλέος,62
κατάλυσις,62
Ἀριστογείτων,62
εἰσακούω,62
Βυζάντιον,62
συστρέφω,62
ἀγορεύω,62
εὐρυχωρία,62
ἐκπνέω,62
Λάχης,62
Ἄγις,62
ἐπιστατέω,62
νόθος,62
ἀλλήλων,62
πένθος,62
δίδυμος,62
ἐντείνω,62
Ἄρειος,62
μεγαλόψυχος,62
συμμετρία,62
παροράω,62
συζάω,62
πεμπταῖος,62
τεχνίτης,62
τροπός,62
Βαβυλώνιος,62
τεσσαρεσκαιδέκατος,62
σίλφιον,62
χόνδρος,62
πυρεταίνω,62
ἴησις,62
ἀνακαλέω,61
μαρτύριον,61
καταδύω,61
ὑπόσπονδος,61
στέρομαι,61
προδοσία,61
πρόσφορος,61
Ἔφεσος,61
τοῖχος,61
συμπέμπω,61
οἰκουμένη,61
Θρᾳκία,61
συνεργός,61
μήκων,61
Ἀθήναιος,61
ἀθρέω,61
ἄλοχος,61
ὄλβιος,61
ἐκτίθημι,61
πόρω,61
πτερωτός,61
ἐλαφρός,61
εὐεξία,61
ἱστορία,61
ὀλισθάνω,61
προμήκης,61
ἀποπνίγω,61
Σκυθικός,61
συγκάμπτω,61
προσχράω,61
γεῦσις,61
ἔφοδος,60
ῥητός,60
Ἀδείμαντος,60
συναγωνίζομαι,60
ἀνήκεστος,60
καταφέρω,60
κραυγή,60
πελιδνός,60
σιδήρεος,60
λαμπάς,60
Ἥφαιστος,60
ἀφοράω,60
προκρίνω,60
ἀθυμέω,60
διάστασις,60
μυστήριον,60
ἐπιπολή,60
Δημάρητος,60
νομός,60
πεπαίνω,60
συλάω,60
νήπιος,60
ἀπόρρητος,60
φαρμακεύω,60
ἀγένητος,60
ἄδοξος,60
κακοήθης,60
Ἀράβιος,60
Ἱστιαῖος,60
Μέλητος,60
γεώδης,60
τριάς,60
δημιουργέω,60
ἔρυμα,59
Ἰταλία,59
ναυτικόν,59
ἀντιποιέω,59
ἐπικουρία,59
προφέρω,59
μέταλλον,59
ἀκίνδυνος,59
διακόπτω,59
δυσώδης,59
πελάζω,59
δείλη,59
ὄναρ,59
καταπίνω,59
βίοτος,59
αἰχμή,59
μωρός,59
ἄλκιμος,59
στυγέω,59
ὄλβος,59
φάτις,59
φόνιος,59
νέκυς,59
ἱμάς,59
ὑβριστής,59
βάσις,59
συσσίτιον,59
διαμαρτυρέω,59
καταμένω,59
περίεργος,59
ἄπυρος,59
παροιμία,59
πέπων,59
ἄπιος,59
διαστρέφω,59
Θεόφημος,59
χλιαρός,59
σίκυος,59
ἐρέβινθος,59
οἰκονομικός,59
χρηματιστικός,59
βράγχιον,59
ΑΒ,59
λινοζῶστις,59
βοηθός,58
Μέγαρα,58
διαπέμπω,58
μονή,58
μεταφέρω,58
κλείω,58
νεότης,58
ἀναίσχυντος,58
Ὄλυμπος,58
συναρμόζω,58
περιάγω,58
καταρρήγνυμι,58
ζυγόν,58
ἔρρω,58
Ἀρίστων,58
διοίκησις,58
λιπάω,58
ποιμήν,58
μάχαιρα,58
ὄμβρος,58
φάσγανον,58
εὐγένεια,58
μένος,58
ὕμνος,58
φρικώδης,58
κρεμάννυμι,58
Πηλεύς,58
προσίστημι,58
ῥαφή,58
ἐκφύω,58
κλοπή,58
ἄκαρπος,58
κύκνος,58
σύμβολον,58
Μενέξενος,58
ἀποτυγχάνω,58
καταχράω,58
συμβουλή,58
ἄλευρον,58
τεσσαρεσκαίδεκα,58
φακός,58
σύγκρισις,58
νησιώτης,57
μάχιμος,57
ἐπιφανής,57
θῦμα,57
προσβολή,57
ῥᾳθυμία,57
Τεγεάτης,57
κώπη,57
λίθινος,57
Νικόστρατος,57
ἀκόντιον,57
δέον,57
σιωπή,57
πρόσπολος,57
ὀσφραίνομαι,57
χορεύω,57
γραῦς,57
ἠλίθιος,57
κοίτη,57
νεφέλη,57
θρῆνος,57
ἐκδύω,57
ὁμογενής,57
χορηγός,57
τριηραρχία,57
μίσθωσις,57
καταμαρτυρέω,57
ἐπίκληρος,57
παραδέχομαι,57
φοινίκεος,57
στάσιμος,57
Κορίσκος,57
φρενιτικός,57
ἀθλητής,56
πολυτελής,56
Ἁρμόδιος,56
συμμαχέω,56
τόσος,56
κοινόω,56
ἀνθίστημι,56
βασίλειος,56
πρόξενος,56
ὑπόμνημα,56
πίσσα,56
ἐπίδειξις,56
ἐκπονέω,56
παρατείνω,56
φυράω,56
συγχέω,56
Κύκλωψ,56
χερσαῖος,56
διακελεύομαι,56
ἀργία,56
ἐμφύω,56
ἀλγηδών,56
ἐργάτης,56
ἀντίος,56
ἀσέβεια,56
ἐρρωμένος,56
ἀόρατος,56
σύγγραμμα,56
μακρόβιος,56
ἀγχιστεία,56
ἐπιπολάζω,56
εἰσαγγελία,56
ἄπους,56
Ἀριστόδημος,56
ἀσύνθετος,56
μοιχός,56
διηθέω,56
ὀπίσθιος,56
Πρόδικος,56
μετάφρενον,56
ἰξύα,56
ὑποθυμιάω,56
Μίνως,55
Καρχηδόνιος,55
προκαταλαμβάνω,55
εὐπρεπής,55
διάλυσις,55
Θάσος,55
ῥᾳστώνη,55
ὁλκάς,55
χειμάζω,55
ὅμιλος,55
παίδευσις,55
κουφίζω,55
Μυτιλήνη,55
σωτήριος,55
ἄχθος,55
προπηλακίζω,55
κρείσσων,55
κύτος,55
τέγγω,55
ἐνέπω,55
πότμος,55
ὀδύρομαι,55
Πολυνείκης,55
λύρα,55
Πελασγός,55
σεμνύνω,55
θεράπαινα,55
ἐπιπλήσσω,55
ἀγαπητός,55
πεινάω,55
ἀλεκτρυών,55
Ἀσίας,55
Παφλαγών,55
σιμός,55
ἄνηθον,55
σφήξ,55
ἐμφαίνω,55
τάσις,55
τούτεον,55
ὀδυνώδης,55
πολιορκία,54
ἐπιστρατεύω,54
ἀσύμφορος,54
ἔγκειμαι,54
νεωτερίζω,54
συνετός,54
ἀμέλεια,54
ὅριον,54
ἐξαιρετός,54
ἀπείργω,54
ἐπισημαίνω,54
ἐνίημι,54
κυκλόω,54
ῥεῖθρον,54
πέτρος,54
Σάτυρος,54
ἐσχάρα,54
κλάδος,54
φέγγος,54
παραλλάσσω,54
Ἰλιάς,54
πλάτη,54
σύμφυτος,54
ἐπεύχομαι,54
ζωός,54
ἀγέλη,54
θεοφιλής,54
προφαίνω,54
δυσμή,54
φορτίον,54
λαλέω,54
ὀξύτης,54
ἀνίατος,54
Πῶλος,54
θρεπτικός,54
καυσώδης,54
ἄλητον,54
Ἀρκαδία,53
ἀκοντιστής,53
ἀσχολία,53
Λυσίμαχος,53
Στρυμών,53
Ὑστάσπης,53
παρουσία,53
μνημεῖον,53
μοχλός,53
πυρή,53
τόξευμα,53
πραότης,53
προτρέπω,53
ὕπειμι,53
Κυρηναῖος,53
ἁρμοστής,53
Ἄβυδος,53
ἔραμαι,53
ἔξαρνος,53
ἀναισχυντία,53
ἐριστικός,53
μελαίνω,53
στρῶμα,53
Θεόπομπος,53
ὕφαιμος,53
κτῆνος,53
ἀστράγαλος,53
πυραμίς,53
ἔγχελυς,53
οἰκοδόμος,53
ῥιγόω,53
Ἱέρων,53
οἰκονομία,53
ἀριθμητικός,53
περιουσία,52
ἐνοικέω,52
διακοσμέω,52
πανήγυρις,52
Ἀμπρακιώτης,52
ὁρμίζω,52
νεώτερος,52
ἀπεχθάνομαι,52
ὑποχείριος,52
ἀνδραποδίζω,52
Κίλιξ,52
δίοδος,52
παρακαταθήκη,52
γυμνικός,52
Ἴδη,52
γέμω,52
ἀλλάσσω,52
κομψός,52
ζέω,52
εὐωχέω,52
κλίνω,52
πάλη,52
τεύχω,52
δεκάς,52
ἵλαος,52
αὐλέω,52
ἐλεεινός,52
ἡλικιώτης,52
Κτησιφῶν,52
Βόσπορος,52
σαπρός,52
σύνολος,52
ψάμμος,52
ἀποσβέννυμι,52
πήγανον,52
σκεπτέος,52
σοφιστικός,52
πρίσμα,52
νομοθεσία,52
τμῆμα,52
ληπτέος,52
αἱμορραγία,52
νέτωπον,52
περίοικος,51
ἄποικος,51
προσμείγνυμι,51
νεώριον,51
πρυτανεῖον,51
ἄσκησις,51
ἀλγεινός,51
Σικελός,51
πρεσβευτής,51
ἄγνωστος,51
καταδέω,51
ἀεκούσιος,51
ὄρθιος,51
παραιτέομαι,51
χρονίζω,51
ἀγοράζω,51
κόνις,51
παιάν,51
ἐκχέω,51
χωλός,51
πτωχός,51
ὠδίς,51
σποδός,51
θάλλω,51
κηφήν,51
καθαρμός,51
δίκτυον,51
ἐκτέμνω,51
εὐθεῖα,51
ἐρώμενος,51
ὁδοιπορέω,51
ἤρ,51
δωροδοκέω,51
ἐπιζητέω,51
Ἀρχιάδης,51
Πολέμων,51
Αἰσχύλος,51
περιστερά,51
Ἀστύφιλος,51
τεῦτλον,51
σκυτοτόμος,51
ξηρά,51
διαφωνέω,51
βληχρός,51
διαχωρητικός,51
χλιερός,51
συμπλέω,50
μεταχειρίζω,50
παρόμοιος,50
προσφιλής,50
ἐπανίστημι,50
ἐκφαίνω,50
ψιλόω,50
Ἀμύντας,50
ἐπιείκεια,50
Ἀρτεμίσιον,50
συμπλέκω,50
δημαγωγός,50
πρόχειρος,50
κατασκάπτω,50
Ἴλιος,50
σύνταξις,50
Γύλιππος,50
ἄρρωστος,50
ἄκος,50
ποτάομαι,50
ἐκπίνω,50
πέρθω,50
φυτός,50
πέλω,50
Τεῦκρος,50
δέησις,50
κόλαξ,50
βάναυσος,50
βλαστός,50
δεκάτη,50
ἐπαίω,50
λῆξις,50
Περίανδρος,50
Ἅρπαγος,50
χελιδών,50
θυμιάω,50
πίτυς,50
στραγγουρία,50
ῥύγχος,50
διάκρισις,50
ἀρχός,50
τρομώδης,50
